age,annual_income,total_debt,credit_limit,current_balance,num_late_payments_12m,employment_years,revol_utilization,dti_ratio,debt_to_limit_ratio,income_per_emp_year
-0.10935350726099127,-0.18889558724363162,-0.1568262418040601,-0.6693799921214231,-0.3781438341252374,0.5745234443310361,0.5298070797605784,0.16360536679146354,-0.06683534970500293,0.5502646443074578,-0.48418478753104
-1.4245721418290165,-0.7804886216278113,-0.5465287391492883,-0.5651567958315585,-0.6680399112794136,-0.7462201058552537,-0.7446056516979705,-0.6878217275391647,-0.018286439193809623,-0.42157010632696595,-0.31236303975080243
0.02909055953564297,0.5224939384395567,-0.5014032459820997,0.6247246951443948,-0.5946029188199242,-0.7462201058552537,-0.07969466137177114,-1.1322195289689931,-1.0451615031413701,-0.9595783208247585,-0.27017629842846186
-1.078461974837431,-0.28543663005999,-0.660203698310318,-0.15694927702958916,0.7494956914168366,-0.7462201058552537,-1.1232355211892786,1.3933167474621009,-0.9051569422888214,-0.8881376822821928,1.7592554485884546
-0.4554636742525769,-0.25679066159692887,-0.7583692893290256,-1.0775875109233923,-0.5982161258459501,-0.7462201058552537,0.3635793321790285,0.5654605585113214,-1.1077502337193137,-0.19666554181003565,-0.4761125215923565
0.3752007265272286,-0.5410027710082181,-0.778061998317666,-0.9299379828460843,-0.29959156110384577,-0.7462201058552537,1.1023693214303611,1.139210889464709,-0.976930601882396,-0.5393447471910132,-0.5553653975718617
0.1675346263322772,0.8561705173329152,-0.4391171961990218,1.6061597935406189,1.400537572200245,-0.7462201058552537,-1.0955308965923534,0.20499817623900277,-1.0791457404992053,-1.0882149180267284,2.992263015089399
1.3443091941036682,0.13569746886866585,-0.10894412113866994,-0.5217304640441149,-0.39698354000809216,-0.7462201058552537,-0.3752106570723041,-0.12614429934130938,-0.31863361800494777,0.36238383382236106,-0.23428697988015756
-1.5630162086256507,1.8213286118616694,1.6241583612654913,2.596280158294332,3.5773240216774407,-0.7462201058552537,-0.9570077736077286,1.0173320616469554,0.22616388589363023,-0.174724390007432,1.8973931025886026
0.652088860120497,-0.5147754472789998,-0.1335858356934609,-0.9907348473485054,-0.9594771570340987,-0.7462201058552537,-0.8369544003543872,-1.14774183251182,0.5087972730317654,1.6875425070489263,-0.09542157972021026
0.1675346263322772,0.7985374175233391,1.289791653115692,1.6495861253280626,1.5172754351925868,-0.7462201058552537,0.16041208513491192,0.2670873904103111,0.7333031808281206,0.0014565417936737528,-0.29383849210913626
-1.0092399414391138,-0.5872337582257918,-0.22005097021677758,-1.0428464454934376,-0.6556179689012143,-0.7462201058552537,-1.13247039605492,0.18660137204009633,0.45893622980405346,1.6664703117533564,1.3600223700435898
